CrimeType,CrimeLocType,StatZone,Month
עבירות נגד גוף,מועדון,634,3.0
עבירות סדר ציבורי,מועדון,634,3.0
עבירות סדר ציבורי,מוסד ציבור אחר,634,1.0
עבירות מין,מוסד חנוך אחר,634,5.0
עבירות כלפי המוסר,מוסד חנוך אחר,634,5.0
עבירות כלפי המוסר,מוסד חנוך אחר,634,5.0
עבירות כלפי הרכוש,כביש עירוני,634,6.0
עבירות סדר ציבורי,טלפון,634,4.0
עבירות סדר ציבורי,טלפון,634,4.0
עבירות סדר ציבורי,טלפון,634,1.0
עבירות סדר ציבורי,טלפון,634,6.0
עבירות סדר ציבורי,חצר בית,634,6.0
עבירות נגד גוף,חצר בית,634,4.0
עבירות סדר ציבורי,חצר בית,634,3.0
עבירות נגד גוף,חצר בית,634,1.0
עבירות סדר ציבורי,חצר בית,634,6.0
עבירות נגד גוף,חצר בית,634,6.0
עבירות כלפי הרכוש,חצר בית,634,4.0
עבירות כלפי הרכוש,חצר בית,634,4.0
עבירות נגד גוף,חצר בית,634,3.0
עבירות מין,חצר בית,634,2.0
עבירות סדר ציבורי,חצר בית,634,1.0
עבירות סדר ציבורי,חצר בית,634,1.0
עבירות נגד גוף,חצר בית,634,2.0
עבירות סדר ציבורי,חצר בית,634,6.0
עבירות כלפי הרכוש,חצר בית,634,4.0
עבירות סדר ציבורי,חצר בית,634,4.0
עבירות כלפי הרכוש,חצר בית,634,4.0
עבירות נגד גוף,חצר בית,634,4.0
עבירות כלפי הרכוש,חצר בית,634,2.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,3.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,3.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,5.0
עבירות כלפי הרכוש,חניון,634,4.0
עבירות כלפי הרכוש,חניון,634,6.0
עבירות מרמה,חניה,634,5.0
עבירות כלפי הרכוש,חניה,634,6.0
עבירות כלפי הרכוש,חניה,634,5.0
עבירות כלפי הרכוש,חניה,634,3.0
עבירות כלפי הרכוש,חניה,634,3.0
עבירות כלפי הרכוש,חניה,634,3.0
עבירות כלפי הרכוש,חניה,634,2.0
עבירות כלפי הרכוש,חניה,634,6.0
עבירות כלפי הרכוש,חניה,634,3.0
עבירות כלפי הרכוש,חניה,634,2.0
עבירות כלפי הרכוש,חניה,634,2.0
עבירות כלפי הרכוש,חניה,634,6.0
עבירות סדר ציבורי,חניה,634,6.0
עבירות מרמה,חניה,634,5.0
עבירות נגד גוף,חניה,634,6.0
עבירות כלפי הרכוש,חניה,634,6.0
עבירות כלפי הרכוש,חניה,634,3.0
עבירות כלפי הרכוש,חנות לחשמל,634,4.0
עבירות נגד גוף,חנות ירקות,634,6.0
עבירות כלפי הרכוש,חנות הלבשה,634,1.0
עבירות כלפי הרכוש,חנויות אחרות,634,6.0
עבירות סדר ציבורי,חנויות אחרות,634,6.0
עבירות נגד גוף,חנויות אחרות,634,6.0
עבירות נגד גוף,חנויות אחרות,634,5.0
עבירות נגד גוף,חנויות אחרות,634,5.0
עבירות נגד גוף,חנויות אחרות,634,5.0
עבירות סדר ציבורי,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,3.0
עבירות סדר ציבורי,חנויות אחרות,634,3.0
עבירות כלפי הרכוש,חנויות אחרות,634,3.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,1.0
עבירות כלפי הרכוש,חנויות אחרות,634,6.0
עבירות כלפי הרכוש,חנויות אחרות,634,5.0
עבירות כלפי הרכוש,חנויות אחרות,634,5.0
עבירות סדר ציבורי,חנויות אחרות,634,4.0
עבירות נגד גוף,חנויות אחרות,634,4.0
עבירות סדר ציבורי,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,1.0
עבירות כלפי הרכוש,חנויות אחרות,634,1.0
עבירות סדר ציבורי,חנויות אחרות,634,6.0
עבירות כלפי הרכוש,חנויות אחרות,634,5.0
עבירות כלפי הרכוש,חנויות אחרות,634,5.0
עבירות כלפי הרכוש,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,4.0
עבירות נגד גוף,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,3.0
עבירות כלפי הרכוש,חנויות אחרות,634,3.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות סדר ציבורי,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,1.0
עבירות כלפי הרכוש,חנויות אחרות,634,1.0
עבירות כלפי הרכוש,חנויות אחרות,634,1.0
עבירות כלפי הרכוש,חנויות אחרות,634,6.0
עבירות סדר ציבורי,חנויות אחרות,634,5.0
עבירות סדר ציבורי,חנויות אחרות,634,5.0
עבירות כלפי הרכוש,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,4.0
עבירות כלפי הרכוש,חנויות אחרות,634,3.0
עבירות סדר ציבורי,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות כלפי הרכוש,חנויות אחרות,634,2.0
עבירות סדר ציבורי,חנויות אחרות,634,2.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",634,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",634,2.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",634,2.0
עבירות נגד גוף,"חדר מדרגות,מעליות",634,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",634,3.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",634,5.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",634,1.0
עבירות נגד גוף,"חדר מדרגות,מעליות",634,6.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",634,5.0
עבירות נגד גוף,"חדר מדרגות,מעליות",634,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",634,5.0
עבירות כלפי הרכוש,גן ציבורי - פארק,634,2.0
עבירות נגד גוף,גן ציבורי - פארק,634,2.0
עבירות נגד גוף,גן ציבורי - פארק,634,2.0
עבירות נגד גוף,גן ציבורי - פארק,634,1.0
עבירות כלפי המוסר,גן ציבורי - פארק,634,6.0
עבירות כלפי הרכוש,גן ציבורי - פארק,634,4.0
עבירות כלפי המוסר,גן ציבורי - פארק,634,1.0
עבירות כלפי הרכוש,גג,634,4.0
עבירות כלפי הרכוש,בנק,634,5.0
עבירות מרמה,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,6.0
עבירות מרמה,בנק,634,6.0
עבירות כלפי הרכוש,בנק,634,6.0
עבירות מרמה,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,3.0
שאר עבירות,בנק,634,2.0
עבירות מרמה,בנק,634,1.0
עבירות מרמה,בנק,634,5.0
שאר עבירות,בנק,634,5.0
עבירות מרמה,בנק,634,5.0
עבירות מרמה,בנק,634,5.0
עבירות מרמה,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,4.0
עבירות כלכליות,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,5.0
עבירות מרמה,בנק,634,3.0
עבירות כלפי הרכוש,בנק,634,4.0
עבירות מרמה,בנק,634,2.0
עבירות מרמה,בנק,634,6.0
עבירות מרמה,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,5.0
עבירות כלפי הרכוש,בנק,634,3.0
עבירות כלפי הרכוש,בנק,634,2.0
עבירות כלפי הרכוש,בנק,634,1.0
עבירות נגד גוף,בית עסק סיטונאי,634,6.0
עבירות סדר ציבורי,בית עסק סיטונאי,634,5.0
עבירות כלפי הרכוש,בית עסק סיטונאי,634,2.0
עבירות כלפי הרכוש,בית עסק סיטונאי,634,5.0
עבירות נגד גוף,בית עסק סיטונאי,634,3.0
עבירות סדר ציבורי,בית מלון,634,4.0
עבירות סדר ציבורי,בית מלון,634,4.0
עבירות כלפי הרכוש,בית מלון,634,4.0
עבירות כלפי הרכוש,בית מלון,634,4.0
עבירות סדר ציבורי,בית מלאכה,634,3.0
עבירות כלפי הרכוש,בית מלאכה,634,3.0
עבירות סדר ציבורי,בית מלאכה,634,3.0
עבירות סדר ציבורי,בית מגורים אחר,634,6.0
עבירות כלפי המוסר,בית מגורים אחר,634,6.0
עבירות נגד גוף,בית מגורים אחר,634,6.0
עבירות כלפי המוסר,בית מגורים אחר,634,5.0
עבירות כלפי הרכוש,בית מגורים אחר,634,5.0
עבירות סדר ציבורי,בית מגורים אחר,634,3.0
עבירות כלפי הרכוש,בית מגורים אחר,634,3.0
עבירות סדר ציבורי,בית מגורים אחר,634,2.0
עבירות סדר ציבורי,בית מגורים אחר,634,4.0
עבירות כלפי המוסר,בית מגורים אחר,634,3.0
עבירות כלפי הרכוש,בית מגורים אחר,634,2.0
עבירות כלפי הרכוש,בית מגורים אחר,634,5.0
עבירות כלפי הרכוש,בית מגורים אחר,634,5.0
עבירות כלפי הרכוש,בית מגורים אחר,634,2.0
עבירות נגד גוף,בית מגורים אחר,634,5.0
עבירות סדר ציבורי,בית מגורים אחר,634,5.0
עבירות סדר ציבורי,בית מגורים אחר,634,4.0
עבירות סדר ציבורי,בית מגורים אחר,634,2.0
עבירות כלפי הרכוש,בית מגורים אחר,634,2.0
עבירות נגד גוף,בית הקרבן,634,6.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות כלפי המוסר,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות נגד גוף,בית הקרבן,634,4.0
עבירות נגד גוף,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,3.0
עבירות נגד גוף,בית הקרבן,634,3.0
עבירות נגד גוף,בית הקרבן,634,2.0
עבירות סדר ציבורי,בית הקרבן,634,2.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות נגד גוף,בית הקרבן,634,1.0
עבירות כלפי הרכוש,בית הקרבן,634,1.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות סדר ציבורי,בית הקרבן,634,6.0
עבירות כלפי הרכוש,בית הקרבן,634,6.0
עבירות מין,בית הקרבן,634,3.0
עבירות סדר ציבורי,בית הקרבן,634,6.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות נגד גוף,בית הקרבן,634,5.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות נגד גוף,בית הקרבן,634,4.0
עבירות כלפי הרכוש,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות כלפי הרכוש,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות כלפי הרכוש,בית הקרבן,634,3.0
עבירות סדר ציבורי,בית הקרבן,634,3.0
עבירות סדר ציבורי,בית הקרבן,634,2.0
עבירות סדר ציבורי,בית הקרבן,634,2.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות נגד גוף,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,3.0
עבירות כלפי הרכוש,בית הקרבן,634,3.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות כלפי הרכוש,בית הקרבן,634,4.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,5.0
עבירות כלפי הרכוש,בית הקרבן,634,5.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,3.0
עבירות נגד גוף,בית הקרבן,634,4.0
עבירות סדר ציבורי,בית הקרבן,634,3.0
עבירות כלפי הרכוש,בית הקרבן,634,3.0
עבירות כלפי הרכוש,בית הקרבן,634,1.0
עבירות כלפי הרכוש,בית הקרבן,634,2.0
עבירות סדר ציבורי,בית הקרבן,634,1.0
עבירות נגד גוף,בית הקרבן,634,1.0
עבירות כלפי הרכוש,בית המבצע,634,5.0
עבירות בטחון,בית המבצע,634,6.0
עבירות נגד גוף,בית המבצע,634,5.0
עבירות כלפי הרכוש,בית המבצע,634,4.0
עבירות כלפי המוסר,בית המבצע,634,3.0
עבירות כלפי המוסר,בית המבצע,634,2.0
עבירות סדר ציבורי,בית המבצע,634,5.0
עבירות נגד גוף,בית המבצע,634,4.0
עבירות נגד גוף,בית המבצע,634,3.0
עבירות בטחון,בית המבצע,634,3.0
עבירות כלפי המוסר,בית המבצע,634,3.0
עבירות נגד גוף,בית המבצע,634,2.0
עבירות כלפי המוסר,בית המבצע,634,2.0
עבירות כלפי הרכוש,בית המבצע,634,1.0
עבירות נגד גוף,בית המבצע,634,1.0
עבירות כלפי המוסר,בית המבצע,634,6.0
עבירות כלפי הרכוש,בית המבצע,634,6.0
עבירות כלפי הרכוש,בית המבצע,634,6.0
עבירות כלפי המוסר,בית המבצע,634,6.0
עבירות סדר ציבורי,בית המבצע,634,5.0
עבירות סדר ציבורי,בית המבצע,634,5.0
עבירות כלפי המוסר,בית המבצע,634,3.0
עבירות כלפי הרכוש,בית המבצע,634,4.0
עבירות סדר ציבורי,בית המבצע,634,2.0
עבירות כלפי הרכוש,בית המבצע,634,6.0
עבירות סדר ציבורי,בית המבצע,634,5.0
עבירות כלפי המוסר,בית המבצע,634,5.0
עבירות סדר ציבורי,בית המבצע,634,5.0
עבירות כלפי המוסר,בית המבצע,634,3.0
עבירות סדר ציבורי,בית המבצע,634,2.0
עבירות סדר ציבורי,בית בושת,634,5.0
עבירות כלפי הרכוש,בית אבות,634,6.0
עבירות סדר ציבורי,בית-קפה/מסעדה,634,2.0
עבירות סדר ציבורי,בית-קפה/מסעדה,634,5.0
עבירות כלפי הרכוש,בית-קפה/מסעדה,634,2.0
עבירות נגד גוף,בית-ספר יסודי,634,5.0
עבירות סדר ציבורי,אתר בניה,634,1.0
עבירות מרמה,"אחר,שלא פורט לעיל",634,5.0
עבירות מרמה,"אחר,שלא פורט לעיל",634,3.0
עבירות מרמה,"אחר,שלא פורט לעיל",634,3.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",634,2.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",634,6.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",634,2.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",634,5.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",634,4.0
עבירות מרמה,"אחר,שלא פורט לעיל",634,3.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",634,2.0
עבירות בטחון,"אחר,שלא פורט לעיל",634,2.0
עבירות בטחון,"אחר,שלא פורט לעיל",634,2.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",634,5.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",634,5.0
עבירות מרמה,"אחר,שלא פורט לעיל",634,3.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",634,4.0
עבירות כלפי הרכוש,אוטובוס,634,4.0
עבירות כלפי הרכוש,רכב מנועי אחר,641,3.0
עבירות סדר ציבורי,רכב מנועי אחר,641,3.0
עבירות נגד גוף,רחוב,641,6.0
עבירות סדר ציבורי,רחוב,641,5.0
עבירות סדר ציבורי,רחוב,641,4.0
עבירות מין,רחוב,641,3.0
עבירות נגד גוף,רחוב,641,1.0
עבירות סדר ציבורי,רחוב,641,1.0
עבירות נגד גוף,רחוב,641,6.0
עבירות כלפי הרכוש,רחוב,641,6.0
עבירות סדר ציבורי,רחוב,641,4.0
עבירות סדר ציבורי,רחוב,641,4.0
עבירות כלפי המוסר,רחוב,641,4.0
עבירות כלפי המוסר,רחוב,641,6.0
עבירות סדר ציבורי,רחוב,641,4.0
עבירות מין,רחוב,641,4.0
עבירות כלפי המוסר,רחוב,641,3.0
עבירות סדר ציבורי,רחוב,641,2.0
עבירות כלפי הרכוש,רחוב,641,3.0
עבירות כלפי המוסר,רחוב,641,2.0
עבירות סדר ציבורי,רחוב,641,2.0
עבירות סדר ציבורי,רחוב,641,1.0
עבירות סדר ציבורי,רחוב,641,5.0
עבירות נגד גוף,רחוב,641,4.0
עבירות מין,רחוב,641,4.0
עבירות סדר ציבורי,רחוב,641,4.0
עבירות כלפי המוסר,רחוב,641,3.0
עבירות כלפי הרכוש,רחוב,641,3.0
עבירות סדר ציבורי,רחוב,641,2.0
עבירות סדר ציבורי,רחוב,641,2.0
עבירות סדר ציבורי,רחוב,641,1.0
עבירות כלפי הרכוש,סניף דואר,641,3.0
עבירות כלפי הרכוש,משרדים,641,1.0
עבירות מרמה,משרד פרטי,641,3.0
עבירות כלפי הרכוש,משרד פרטי,641,1.0
עבירות סדר ציבורי,משרד מוניציפאלי,641,2.0
עבירות סדר ציבורי,משרד מוניציפאלי,641,2.0
עבירות סדר ציבורי,משרד מוניציפאלי,641,2.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",641,4.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",641,1.0
עבירות כלפי הרכוש,מחסן-מקלט,641,6.0
עבירות כלפי הרכוש,מחסן-מקלט,641,6.0
עבירות כלפי הרכוש,מחסן-מקלט,641,6.0
עבירות כלפי הרכוש,מועדון,641,2.0
עבירות כלפי הרכוש,מוסך,641,6.0
עבירות כלפי הרכוש,מוסך,641,6.0
עבירות כלפי הרכוש,מוסד דת)בית כנסת,641,2.0
עבירות כלפי הרכוש,מוסד דת)בית כנסת,641,2.0
עבירות כלפי הרכוש,מוסד דת)בית כנסת,641,2.0
עבירות כלפי הרכוש,מוסד דת)בית כנסת,641,1.0
עבירות כלפי הרכוש,מוסד דת)בית כנסת,641,2.0
עבירות סדר ציבורי,מוסד דת)בית כנסת,641,1.0
עבירות סדר ציבורי,מוסד דת)בית כנסת,641,2.0
עבירות כלפי הרכוש,מונית,641,6.0
עבירות כלפי הרכוש,מבנה אחר,641,3.0
עבירות כלפי הרכוש,"כל-בו,סופרמקט   ",641,5.0
עבירות כלפי הרכוש,"כל-בו,סופרמקט   ",641,4.0
עבירות סדר ציבורי,טלפון,641,5.0
עבירות כלפי הרכוש,חצר בית,641,6.0
עבירות כלפי הרכוש,חצר בית,641,5.0
עבירות סדר ציבורי,חצר בית,641,5.0
עבירות סדר ציבורי,חצר בית,641,5.0
עבירות כלפי הרכוש,חצר בית,641,4.0
עבירות כלפי הרכוש,חצר בית,641,2.0
עבירות נגד גוף,חצר בית,641,5.0
עבירות כלפי הרכוש,חצר בית,641,5.0
עבירות נגד גוף,חצר בית,641,4.0
עבירות מין,חצר בית,641,4.0
עבירות סדר ציבורי,חצר בית,641,2.0
עבירות סדר ציבורי,חצר בית,641,6.0
עבירות כלפי הרכוש,חצר בית,641,5.0
עבירות סדר ציבורי,חצר בית,641,5.0
עבירות כלפי הרכוש,חצר בית,641,5.0
עבירות נגד גוף,חצר בית,641,5.0
עבירות סדר ציבורי,חצר בית,641,4.0
עבירות נגד גוף,חצר בית,641,4.0
עבירות כלפי הרכוש,חצר בית,641,3.0
עבירות נגד גוף,חצר בית,641,1.0
עבירות כלפי הרכוש,חניה,641,5.0
עבירות כלפי הרכוש,חניה,641,5.0
עבירות כלפי הרכוש,חניה,641,1.0
עבירות כלפי הרכוש,חניה,641,1.0
עבירות כלפי הרכוש,חניה,641,4.0
עבירות כלפי הרכוש,חניה,641,4.0
עבירות סדר ציבורי,חנות מכולת,641,3.0
עבירות כלפי הרכוש,חנות מכולת,641,3.0
עבירות כלפי הרכוש,חנות מכולת,641,3.0
עבירות כלפי הרכוש,חנות מכולת,641,3.0
עבירות כלפי הרכוש,חנויות אחרות,641,4.0
עבירות נגד גוף,חנויות אחרות,641,4.0
עבירות סדר ציבורי,חנויות אחרות,641,4.0
עבירות סדר ציבורי,חנויות אחרות,641,2.0
עבירות נגד גוף,חנויות אחרות,641,4.0
עבירות כלפי הרכוש,חנויות אחרות,641,4.0
עבירות כלפי הרכוש,חנויות אחרות,641,3.0
עבירות כלפי הרכוש,חנויות אחרות,641,5.0
עבירות כלפי הרכוש,חנויות אחרות,641,4.0
עבירות כלפי הרכוש,חנויות אחרות,641,3.0
עבירות כלפי הרכוש,חנויות אחרות,641,2.0
עבירות סדר ציבורי,חנויות אחרות,641,3.0
עבירות כלפי הרכוש,חנויות אחרות,641,2.0
עבירות נגד גוף,חנויות אחרות,641,2.0
עבירות נגד גוף,"חדר מדרגות,מעליות",641,2.0
עבירות נגד גוף,"חדר מדרגות,מעליות",641,2.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",641,5.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",641,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",641,2.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",641,6.0
עבירות נגד גוף,"חדר מדרגות,מעליות",641,6.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",641,5.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",641,1.0
עבירות כלפי הרכוש,גג,641,5.0
עבירות כלפי הרכוש,גג,641,2.0
עבירות מרמה,בנק,641,3.0
עבירות כלפי הרכוש,בנק,641,1.0
עבירות כלפי הרכוש,בנק,641,4.0
עבירות כלפי הרכוש,בנק,641,3.0
עבירות כלפי הרכוש,בית עסק סיטונאי,641,5.0
עבירות סדר ציבורי,בית משפט,641,2.0
עבירות כלפי הרכוש,בית משפט,641,3.0
עבירות נגד גוף,בית משפט,641,2.0
עבירות סדר ציבורי,בית משפט,641,1.0
עבירות סדר ציבורי,בית מלון,641,4.0
עבירות כלפי הרכוש,בית מגורים אחר,641,3.0
עבירות סדר ציבורי,בית מגורים אחר,641,6.0
עבירות סדר ציבורי,בית מגורים אחר,641,6.0
עבירות כלפי הרכוש,בית מגורים אחר,641,4.0
עבירות סדר ציבורי,בית חולים,641,1.0
עבירות נגד גוף,בית חולים,641,1.0
עבירות כלפי הרכוש,בית חולים,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,6.0
עבירות סדר ציבורי,בית הקרבן,641,5.0
עבירות סדר ציבורי,בית הקרבן,641,5.0
עבירות נגד גוף,בית הקרבן,641,5.0
עבירות סדר ציבורי,בית הקרבן,641,5.0
עבירות כלפי הרכוש,בית הקרבן,641,5.0
עבירות נגד גוף,בית הקרבן,641,5.0
עבירות סדר ציבורי,בית הקרבן,641,5.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות סדר ציבורי,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות סדר ציבורי,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,3.0
עבירות כלפי הרכוש,בית הקרבן,641,2.0
עבירות כלפי הרכוש,בית הקרבן,641,1.0
עבירות סדר ציבורי,בית הקרבן,641,6.0
עבירות כלפי הרכוש,בית הקרבן,641,6.0
עבירות כלפי הרכוש,בית הקרבן,641,6.0
עבירות כלפי הרכוש,בית הקרבן,641,3.0
עבירות נגד גוף,בית הקרבן,641,5.0
עבירות כלפי הרכוש,בית הקרבן,641,5.0
עבירות נגד גוף,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,3.0
עבירות נגד גוף,בית הקרבן,641,3.0
עבירות סדר ציבורי,בית הקרבן,641,3.0
עבירות כלפי הרכוש,בית הקרבן,641,1.0
עבירות כלפי הרכוש,בית הקרבן,641,1.0
עבירות סדר ציבורי,בית הקרבן,641,1.0
עבירות סדר ציבורי,בית הקרבן,641,6.0
עבירות נגד גוף,בית הקרבן,641,6.0
עבירות כלפי הרכוש,בית הקרבן,641,6.0
עבירות נגד גוף,בית הקרבן,641,5.0
עבירות סדר ציבורי,בית הקרבן,641,5.0
עבירות כלפי הרכוש,בית הקרבן,641,5.0
עבירות סדר ציבורי,בית הקרבן,641,5.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
עבירות נגד גוף,בית הקרבן,641,4.0
עבירות כלפי הרכוש,בית הקרבן,641,4.0
